id_achat,date_achat,id_produit,quantité,id_fournisseur,prix_unitaire,délai_livraison_jours,montant_total,mois,année,jour_semaine,catégorie,marque,prix,stock_minimum,nom_fournisseur,ville,pays,fiabilité,délai_moyen_jours,niveau_stock,entrepot
PO000412,2024-01-10,P00505,50,S028,130.66,4,6533.0,1,2024,2,Maquillage,Les Essences Rares,35.16,26,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,1,Paris
PO000413,2024-12-20,P00419,200,S028,78.48,12,15696.0,12,2024,4,Accessoires,Reflet d'or,352.97,56,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,185,Paris
PO000414,2024-01-24,P00125,100,S035,72.24,9,7223.999999999999,1,2024,2,Soins de la peau,Elixir Haute Beauté,436.86,74,Laine,Lisbonne,Portugal,0.9,7,155,Paris
PO000415,2024-04-11,P00706,25,S029,288.24,4,7206.0,4,2024,3,Soins capillaires,Maison Vitalis,250.01,71,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,130,Lyon
PO000416,2024-07-25,P00570,75,S048,163.08,6,12231.000000000002,7,2024,3,Maquillage,Sérum de Lune,83.15,51,Lecomte,Amsterdam,Pays-Bas,0.65,4,49,Paris
PO000417,2024-06-16,P00610,150,S028,227.99,12,34198.5,6,2024,6,Soins de la peau,Soin Absolu,247.82,57,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,243,Paris
PO000418,2024-07-04,P00322,100,S010,299.62,7,29962.0,7,2024,3,Parfums,Maison Pure,441.18,97,Pelletier,Paris,France,0.98,3,7,Lyon
PO000419,2024-08-28,P00103,200,S028,182.53,9,36506.0,8,2024,2,Soins capillaires,Essentielle Paris,26.24,53,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,17,Lyon
PO000420,2024-06-19,P00247,100,S012,125.16,14,12516.0,6,2024,2,Soins capillaires,Maison Pure,173.0,83,Lucas,Stockholm,Suède,1.0,11,243,Paris
PO000421,2024-08-20,P00538,10,S032,265.57,11,2655.7,8,2024,1,Maquillage,Beauté Origine,498.24,23,Munoz SA,Dublin,Irlande,0.53,4,183,Lyon
PO000422,2024-11-21,P00182,25,S028,229.82,8,5745.5,11,2024,3,Maquillage,Maison Pure,44.68,13,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,272,Lyon
PO000423,2024-05-16,P00931,100,S029,224.12,6,22412.0,5,2024,3,Parfums,Maison Vitalis,264.52,28,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,206,Paris
PO000424,2024-01-31,P00174,25,S028,257.89,9,6447.25,1,2024,2,Soins capillaires,Reflet d'or,248.5,80,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,13,Marseille
PO000425,2024-08-04,P00957,75,S010,105.05,5,7878.75,8,2024,6,Accessoires,Aroma Sublime,25.82,28,Pelletier,Paris,France,0.98,3,202,Paris
PO000426,2024-04-08,P00741,150,S029,14.25,5,2137.5,4,2024,0,Parfums,Déesse Cosmétique,106.95,99,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,183,Lyon
PO000427,2024-05-09,P00886,75,S048,236.18,12,17713.5,5,2024,3,Parfums,Cosmétika,488.29,51,Lecomte,Amsterdam,Pays-Bas,0.65,4,76,Lyon
PO000428,2024-09-27,P00184,50,S008,181.68,3,9084.0,9,2024,4,Parfums,Reflet d'or,306.48,43,Gaillard S.A.,Berlin,Allemagne,0.64,7,46,Paris
PO000429,2024-04-18,P00875,100,S028,165.12,11,16512.0,4,2024,3,Soins de la peau,Héritage Sensuel,202.7,13,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,124,Lyon
PO000430,2024-10-02,P00224,25,S008,58.17,3,1454.25,10,2024,2,Soins capillaires,Reflet d'or,36.29,18,Gaillard S.A.,Berlin,Allemagne,0.64,7,114,Lyon
PO000431,2024-12-27,P00142,100,S029,181.43,13,18143.0,12,2024,4,Accessoires,Maison Pure,458.86,21,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,105,Lyon
PO000432,2024-04-03,P00611,100,S045,82.4,6,8240.0,4,2024,2,Soins de la peau,Cosmétika,425.2,39,Lagarde,Berlin,Allemagne,0.53,4,10,Lyon
PO000433,2024-10-16,P00689,75,S037,216.02,7,16201.5,10,2024,2,Soins de la peau,Orchidée Noire,175.8,57,Charles SARL,Helsinki,Finlande,0.54,8,5,Paris
PO000434,2024-12-11,P00540,50,S008,43.98,12,2199.0,12,2024,2,Soins capillaires,LâAtelier du Teint,332.16,26,Gaillard S.A.,Berlin,Allemagne,0.64,7,88,Marseille
PO000435,2024-07-31,P00823,150,S028,232.34,9,34851.0,7,2024,2,Parfums,Velours Naturel,287.74,53,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,101,Paris
PO000436,2024-08-19,P00616,75,S029,276.63,8,20747.25,8,2024,0,Maquillage,Déesse Cosmétique,73.72,59,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,214,Lyon
PO000437,2024-03-17,P00499,10,S029,35.7,3,357.0,3,2024,6,Soins de la peau,Reflet d'or,404.28,67,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,30,Paris
PO000438,2024-10-26,P00961,200,S008,185.76,3,37152.0,10,2024,5,Soins capillaires,Cosmétika,480.6,79,Gaillard S.A.,Berlin,Allemagne,0.64,7,50,Paris
PO000439,2024-05-17,P00582,150,S046,183.02,7,27453.0,5,2024,4,Accessoires,Aroma Sublime,267.11,23,Roche,Rome,Italie,0.54,4,295,Lyon
PO000440,2024-06-06,P00626,75,S012,44.03,10,3302.25,6,2024,3,Parfums,Clarté Botanique,263.47,70,Lucas,Stockholm,Suède,1.0,11,97,Paris
PO000441,2024-07-12,P00821,50,S046,252.02,2,12601.0,7,2024,4,Soins de la peau,Aura Cristal,497.19,76,Roche,Rome,Italie,0.54,4,198,Paris
PO000442,2024-01-26,P00765,300,S005,201.38,8,60414.0,1,2024,4,Parfums,LâAtelier du Teint,189.64,24,Blanc,Dublin,Irlande,0.65,13,164,Paris
PO000443,2024-08-24,P00312,150,S020,242.39,13,36358.5,8,2024,5,Maquillage,Maison Pure,383.95,66,Baudry,Paris,France,0.57,8,192,Lyon
PO000444,2024-03-22,P00073,75,S028,16.45,3,1233.75,3,2024,4,Accessoires,Essentielle Paris,433.66,41,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,161,Paris
PO000445,2024-02-28,P00750,100,S008,233.29,3,23329.0,2,2024,2,Maquillage,Héritage Sensuel,252.1,58,Gaillard S.A.,Berlin,Allemagne,0.64,7,10,Paris
PO000446,2024-12-02,P00662,50,S008,295.76,9,14788.0,12,2024,0,Parfums,Jardin dâIvoire,344.73,76,Gaillard S.A.,Berlin,Allemagne,0.64,7,177,Paris
PO000447,2024-09-30,P00970,25,S048,273.53,9,6838.249999999999,9,2024,0,Accessoires,Sérum de Lune,175.84,84,Lecomte,Amsterdam,Pays-Bas,0.65,4,198,Lyon
PO000448,2024-10-13,P00939,50,S001,186.99,11,9349.5,10,2024,6,Soins de la peau,Orchidée Noire,82.74,28,Lecomte et Fils,Zurich,Suisse,0.84,10,173,Paris
PO000449,2024-07-07,P00933,50,S029,21.51,6,1075.5,7,2024,6,Parfums,Ãpure d'Azur,410.71,94,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,3,Paris
PO000450,2024-03-21,P00685,100,S008,77.91,4,7791.0,3,2024,3,Maquillage,Soin Absolu,412.56,66,Gaillard S.A.,Berlin,Allemagne,0.64,7,71,Paris
PO000451,2024-03-07,P00266,25,S012,137.72,4,3443.0,3,2024,3,Soins de la peau,Luxe eclat,492.36,93,Lucas,Stockholm,Suède,1.0,11,118,Paris
PO000452,2024-06-03,P00741,150,S048,228.22,6,34233.0,6,2024,0,Parfums,Déesse Cosmétique,106.95,99,Lecomte,Amsterdam,Pays-Bas,0.65,4,183,Lyon
PO000453,2024-05-30,P00589,75,S002,218.5,2,16387.5,5,2024,3,Soins capillaires,Orchidée Noire,335.23,39,Morvan,Paris,France,0.86,9,9,Lyon
PO000454,2024-04-27,P00582,50,S028,127.03,9,6351.5,4,2024,5,Accessoires,Aroma Sublime,267.11,23,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,295,Lyon
PO000455,2024-01-23,P00504,50,S022,253.74,6,12687.0,1,2024,1,Maquillage,Natura Solaire,359.11,31,Langlois Vallée SA,Dublin,Irlande,0.88,9,105,Marseille
PO000456,2024-05-24,P00098,75,S028,28.34,11,2125.5,5,2024,4,Parfums,Essentielle Paris,210.65,36,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,11,Paris
PO000457,2024-02-20,P00055,50,S028,276.14,4,13807.0,2,2024,1,Maquillage,Elixir Haute Beauté,52.2,26,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,94,Lyon
PO000458,2024-03-26,P00453,50,S012,134.58,9,6729.000000000001,3,2024,1,Accessoires,Essentielle Paris,462.01,22,Lucas,Stockholm,Suède,1.0,11,36,Lyon
PO000459,2024-06-21,P00319,100,S028,149.77,3,14977.000000000002,6,2024,4,Parfums,Reflet d'or,304.61,96,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,131,Lyon
PO000460,2024-08-08,P00546,100,S022,52.71,3,5271.0,8,2024,3,Accessoires,Aura Cristal,242.06,15,Langlois Vallée SA,Dublin,Irlande,0.88,9,284,Lyon
PO000461,2024-09-01,P00784,100,S002,299.0,2,29900.0,9,2024,6,Maquillage,Ligne LumiÃ¨re,282.41,93,Morvan,Paris,France,0.86,9,37,Lyon
PO000462,2024-10-14,P00916,100,S028,127.73,13,12773.0,10,2024,0,Accessoires,Déesse Cosmétique,49.45,55,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,159,Paris
PO000463,2024-07-26,P00725,150,S015,39.07,4,5860.5,7,2024,4,Soins de la peau,Héritage Sensuel,48.93,28,Renault,Zurich,Suisse,0.65,5,37,Lyon
PO000464,2024-02-19,P00825,25,S029,124.19,5,3104.75,2,2024,0,Soins de la peau,Héritage Sensuel,243.3,50,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,208,Paris
PO000465,2024-02-24,P00564,500,S029,125.82,7,62910.0,2,2024,5,Soins capillaires,Orchidée Noire,304.33,96,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,240,Paris
PO000466,2024-06-15,P00268,75,S008,154.16,12,11562.0,6,2024,5,Soins de la peau,Essentielle Paris,220.53,98,Gaillard S.A.,Berlin,Allemagne,0.64,7,86,Paris
PO000467,2024-03-03,P00187,100,S008,118.88,2,11888.0,3,2024,6,Accessoires,Maison Pure,71.17,28,Gaillard S.A.,Berlin,Allemagne,0.64,7,203,Lyon
PO000468,2024-02-12,P00563,100,S008,55.92,9,5592.0,2,2024,0,Accessoires,Beauté Origine,152.88,35,Gaillard S.A.,Berlin,Allemagne,0.64,7,203,Paris
PO000469,2024-12-17,P00686,75,S028,122.6,5,9195.0,12,2024,1,Soins de la peau,Cosmétika,77.7,49,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,140,Lyon
PO000470,2024-05-28,P00117,500,S028,232.87,2,116435.0,5,2024,1,Parfums,Maison Pure,319.59,34,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,27,Lyon
PO000471,2024-11-04,P00737,25,S010,209.05,5,5226.25,11,2024,0,Soins de la peau,Jardin dâIvoire,363.75,21,Pelletier,Paris,France,0.98,3,252,Lyon
PO000472,2024-02-19,P00890,50,S008,124.06,12,6203.0,2,2024,0,Soins capillaires,LâAtelier du Teint,433.77,96,Gaillard S.A.,Berlin,Allemagne,0.64,7,43,Lyon
PO000473,2024-08-09,P00933,25,S029,106.9,13,2672.5,8,2024,4,Parfums,Ãpure d'Azur,410.71,94,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,3,Paris
PO000474,2024-03-12,P00674,25,S042,284.98,5,7124.5,3,2024,1,Soins capillaires,Ãveil Ãlégant,395.55,34,Caron,Paris,France,0.75,4,283,Paris
PO000475,2024-07-05,P00778,100,S010,121.06,6,12106.0,7,2024,4,Accessoires,Silhouette Paris,434.14,91,Pelletier,Paris,France,0.98,3,142,Lyon
PO000476,2024-11-09,P00775,10,S028,222.15,5,2221.5,11,2024,5,Parfums,Héritage Sensuel,301.57,86,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,114,Paris
PO000477,2024-07-16,P00548,200,S029,103.12,12,20624.0,7,2024,1,Parfums,Velours Naturel,369.04,68,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,284,Lyon
PO000478,2024-09-05,P00929,100,S028,190.15,5,19015.0,9,2024,3,Soins de la peau,Natura Solaire,352.24,95,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,220,Paris
PO000479,2024-05-25,P00594,50,S012,34.74,2,1737.0,5,2024,5,Parfums,Le Bain Royal,237.82,98,Lucas,Stockholm,Suède,1.0,11,195,Lyon
PO000480,2024-12-29,P00679,50,S008,166.87,9,8343.5,12,2024,6,Accessoires,Natura Solaire,176.98,15,Gaillard S.A.,Berlin,Allemagne,0.64,7,202,Lyon
PO000481,2024-08-17,P00875,25,S028,229.87,2,5746.75,8,2024,5,Soins de la peau,Héritage Sensuel,202.7,13,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,124,Lyon
PO000482,2024-07-16,P00360,300,S028,10.5,5,3150.0,7,2024,1,Accessoires,Elixir Haute Beauté,381.3,60,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,297,Paris
PO000483,2024-03-31,P00744,100,S028,264.65,2,26465.0,3,2024,6,Accessoires,Le Bain Royal,272.08,34,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,22,Lyon
PO000484,2024-05-30,P00377,50,S046,152.76,3,7638.0,5,2024,3,Soins capillaires,Maison Pure,323.27,29,Roche,Rome,Italie,0.54,4,0,Lyon
PO000485,2024-03-20,P00794,10,S008,244.56,8,2445.6,3,2024,2,Parfums,Le Bain Royal,364.45,50,Gaillard S.A.,Berlin,Allemagne,0.64,7,193,Lyon
PO000486,2024-09-09,P00905,50,S008,234.71,3,11735.5,9,2024,0,Soins capillaires,Les Essences Rares,483.59,22,Gaillard S.A.,Berlin,Allemagne,0.64,7,27,Paris
PO000487,2024-09-18,P00582,25,S029,20.71,9,517.75,9,2024,2,Accessoires,Aroma Sublime,267.11,23,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,295,Lyon
PO000488,2024-09-03,P00132,150,S028,88.59,13,13288.5,9,2024,1,Accessoires,Maison Pure,279.98,36,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,201,Paris
PO000489,2024-08-10,P00440,100,S008,76.71,5,7670.999999999999,8,2024,5,Soins de la peau,Elixir Haute Beauté,196.89,13,Gaillard S.A.,Berlin,Allemagne,0.64,7,299,Paris
PO000490,2024-02-29,P00092,75,S048,75.83,11,5687.25,2,2024,3,Soins de la peau,Maison Pure,134.33,91,Lecomte,Amsterdam,Pays-Bas,0.65,4,207,Lyon
PO000491,2024-11-10,P00429,200,S012,50.94,2,10188.0,11,2024,6,Accessoires,Reflet d'or,221.47,16,Lucas,Stockholm,Suède,1.0,11,4,Lyon
PO000492,2024-05-28,P00742,25,S012,100.28,8,2507.0,5,2024,1,Accessoires,Secret de Peau,346.94,78,Lucas,Stockholm,Suède,1.0,11,285,Paris
PO000493,2024-03-28,P00280,75,S008,157.2,3,11790.0,3,2024,3,Maquillage,Elixir Haute Beauté,225.33,89,Gaillard S.A.,Berlin,Allemagne,0.64,7,62,Paris
PO000494,2024-05-18,P00310,100,S008,119.55,5,11955.0,5,2024,5,Accessoires,Elixir Haute Beauté,103.47,35,Gaillard S.A.,Berlin,Allemagne,0.64,7,99,Paris
PO000495,2024-12-05,P00001,10,S004,31.79,5,317.9,12,2024,3,Soins capillaires,Luxe eclat,467.42,52,Philippe,Rome,Italie,0.57,9,88,Lyon
PO000496,2024-06-02,P00181,50,S046,175.82,13,8791.0,6,2024,6,Soins de la peau,Luxe eclat,305.64,64,Roche,Rome,Italie,0.54,4,193,Marseille
PO000497,2024-05-03,P00331,75,S028,34.98,2,2623.4999999999995,5,2024,4,Maquillage,Luxe eclat,61.75,59,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,111,Paris
PO000498,2024-03-20,P00403,50,S010,82.92,13,4146.0,3,2024,2,Soins de la peau,Essentielle Paris,379.83,59,Pelletier,Paris,France,0.98,3,138,Paris
PO000499,2024-06-09,P00670,75,S048,101.98,3,7648.5,6,2024,6,Soins de la peau,Sérum de Lune,43.14,96,Lecomte,Amsterdam,Pays-Bas,0.65,4,147,Paris
PO000500,2024-08-24,P00514,100,S008,149.58,2,14958.000000000002,8,2024,5,Soins capillaires,Orchidée Noire,411.12,75,Gaillard S.A.,Berlin,Allemagne,0.64,7,64,Paris
PO000501,2024-06-21,P00515,50,S002,219.78,4,10989.0,6,2024,4,Soins capillaires,LâAtelier du Teint,58.46,49,Morvan,Paris,France,0.86,9,81,Paris
PO000502,2024-03-29,P00553,25,S029,155.33,3,3883.250000000001,3,2024,4,Parfums,Silhouette Paris,494.07,71,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,30,Paris
PO000503,2024-09-20,P00750,25,S008,20.98,3,524.5,9,2024,4,Maquillage,Héritage Sensuel,252.1,58,Gaillard S.A.,Berlin,Allemagne,0.64,7,10,Paris
PO000504,2024-10-21,P00809,75,S029,175.11,13,13133.250000000002,10,2024,0,Soins de la peau,Ligne LumiÃ¨re,53.32,37,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,108,Lyon
PO000505,2024-11-28,P00004,25,S029,171.21,10,4280.25,11,2024,3,Accessoires,Reflet d'or,462.8,33,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,57,Paris
PO000506,2024-02-10,P00970,200,S016,94.0,6,18800.0,2,2024,5,Accessoires,Sérum de Lune,175.84,84,Morel,Stockholm,Suède,0.51,7,198,Lyon
PO000507,2024-05-16,P00211,150,S024,291.7,11,43755.0,5,2024,3,Maquillage,Luxe eclat,352.29,66,Da Silva,Madrid,Espagne,0.88,12,117,Marseille
PO000508,2024-09-27,P00875,50,S008,134.15,7,6707.5,9,2024,4,Soins de la peau,Héritage Sensuel,202.7,13,Gaillard S.A.,Berlin,Allemagne,0.64,7,124,Lyon
PO000509,2024-01-21,P00998,150,S028,85.83,6,12874.5,1,2024,6,Soins de la peau,Velours Naturel,346.51,40,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,33,Lyon
PO000510,2024-02-09,P00619,75,S008,129.66,8,9724.5,2,2024,4,Soins capillaires,Le Bain Royal,274.96,78,Gaillard S.A.,Berlin,Allemagne,0.64,7,204,Marseille
PO000511,2024-04-03,P00769,25,S010,211.65,5,5291.25,4,2024,2,Accessoires,Le Bain Royal,414.85,72,Pelletier,Paris,France,0.98,3,294,Paris
PO000512,2024-06-11,P00357,100,S028,247.41,4,24741.0,6,2024,1,Soins capillaires,Maison Pure,354.79,75,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,85,Paris
PO000513,2024-03-24,P00533,100,S002,106.07,11,10607.0,3,2024,6,Parfums,Ãpure d'Azur,336.18,72,Morvan,Paris,France,0.86,9,217,Paris
PO000514,2024-12-01,P00827,10,S048,48.18,4,481.8,12,2024,6,Parfums,Atelier Minéral,289.9,32,Lecomte,Amsterdam,Pays-Bas,0.65,4,169,Lyon
PO000515,2024-04-25,P00677,50,S044,143.41,5,7170.5,4,2024,3,Accessoires,Atelier Minéral,441.69,70,Lopes,Amsterdam,Pays-Bas,0.85,9,107,Lyon
PO000516,2024-09-24,P00537,10,S028,163.6,8,1636.0,9,2024,1,Maquillage,Jardin dâIvoire,129.66,55,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,277,Paris
PO000517,2024-06-26,P00983,50,S031,254.86,3,12743.0,6,2024,2,Soins capillaires,Ãpure d'Azur,142.24,82,Faure S.A.R.L.,Oslo,Norvège,0.7,4,246,Paris
PO000518,2024-04-08,P00782,50,S008,77.66,3,3883.0,4,2024,0,Soins de la peau,Aroma Sublime,328.15,37,Gaillard S.A.,Berlin,Allemagne,0.64,7,260,Lyon
PO000519,2024-08-04,P00857,100,S008,110.3,10,11030.0,8,2024,6,Maquillage,Aroma Sublime,146.29,73,Gaillard S.A.,Berlin,Allemagne,0.64,7,296,Paris
PO000520,2024-10-17,P00684,25,S008,154.0,6,3850.0,10,2024,3,Parfums,Ligne LumiÃ¨re,229.08,74,Gaillard S.A.,Berlin,Allemagne,0.64,7,163,Lyon
PO000521,2024-08-30,P00146,10,S008,270.14,3,2701.4,8,2024,4,Soins capillaires,Luxe eclat,286.01,43,Gaillard S.A.,Berlin,Allemagne,0.64,7,107,Paris
PO000522,2024-08-21,P00422,50,S002,229.59,12,11479.5,8,2024,2,Soins capillaires,Maison Pure,346.64,91,Morvan,Paris,France,0.86,9,224,Paris
PO000523,2024-01-12,P00699,150,S002,87.22,4,13083.0,1,2024,4,Parfums,Ãveil Ãlégant,309.66,52,Morvan,Paris,France,0.86,9,143,Lyon
PO000524,2024-04-16,P00825,50,S017,227.21,6,11360.5,4,2024,1,Soins de la peau,Héritage Sensuel,243.3,50,Bodin,Rome,Italie,0.87,5,208,Paris
PO000525,2024-06-24,P00883,50,S029,128.72,4,6436.0,6,2024,0,Maquillage,Ãpure d'Azur,103.29,68,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,34,Lyon
PO000526,2024-07-21,P00718,75,S008,242.26,2,18169.5,7,2024,6,Parfums,Rose & Lin,28.75,48,Gaillard S.A.,Berlin,Allemagne,0.64,7,241,Paris
PO000527,2024-10-07,P00219,150,S006,76.7,7,11505.0,10,2024,0,Soins de la peau,Reflet d'or,358.68,24,Jean,Zurich,Suisse,0.68,8,117,Lyon
PO000528,2024-12-15,P00556,75,S002,272.18,6,20413.5,12,2024,6,Accessoires,Maison Vitalis,297.76,39,Morvan,Paris,France,0.86,9,67,Paris
PO000529,2024-12-22,P00482,10,S024,26.3,8,263.0,12,2024,6,Soins capillaires,Maison Pure,493.6,12,Da Silva,Madrid,Espagne,0.88,12,279,Paris
PO000530,2024-03-07,P00481,25,S012,237.7,6,5942.5,3,2024,3,Soins de la peau,Luxe eclat,136.18,95,Lucas,Stockholm,Suède,1.0,11,206,Paris
PO000531,2024-10-21,P00564,25,S029,105.57,12,2639.25,10,2024,0,Soins capillaires,Orchidée Noire,304.33,96,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,240,Paris
PO000532,2024-10-04,P00780,75,S044,241.58,5,18118.5,10,2024,4,Soins de la peau,Les Essences Rares,65.94,82,Lopes,Amsterdam,Pays-Bas,0.85,9,79,Paris
PO000533,2024-06-08,P00888,10,S029,52.04,8,520.4,6,2024,5,Accessoires,Beauté Origine,414.79,51,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,67,Marseille
PO000534,2024-11-10,P00899,50,S036,78.03,6,3901.5,11,2024,6,Soins de la peau,Ãveil Ãlégant,196.42,26,Moreau Dubois S.A.S.,Stockholm,Suède,0.97,10,267,Paris
PO000535,2024-02-13,P00951,100,S042,112.99,9,11299.0,2,2024,1,Soins capillaires,Clarté Botanique,29.21,29,Caron,Paris,France,0.75,4,11,Paris
PO000536,2024-08-01,P00346,50,S028,258.55,3,12927.5,8,2024,3,Parfums,Luxe eclat,186.95,58,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,270,Lyon
PO000537,2024-10-08,P00131,100,S044,55.0,8,5500.0,10,2024,1,Maquillage,Luxe eclat,148.97,55,Lopes,Amsterdam,Pays-Bas,0.85,9,92,Lyon
PO000538,2024-06-22,P00382,50,S028,31.09,10,1554.5,6,2024,5,Accessoires,Maison Pure,71.35,94,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,271,Lyon
PO000539,2024-09-12,P00945,500,S046,229.01,12,114505.0,9,2024,3,Maquillage,Sérum de Lune,417.22,21,Roche,Rome,Italie,0.54,4,30,Lyon
PO000540,2024-11-11,P00742,300,S034,148.3,14,44490.0,11,2024,0,Accessoires,Secret de Peau,346.94,78,Bertrand S.A.,Varsovie,Pologne,0.56,6,285,Paris
PO000541,2024-08-14,P00647,150,S046,35.98,6,5396.999999999999,8,2024,2,Maquillage,Infusion Précieuse,342.85,31,Roche,Rome,Italie,0.54,4,32,Lyon
PO000542,2024-09-24,P00557,300,S008,47.35,2,14205.0,9,2024,1,Maquillage,Aroma Sublime,230.54,87,Gaillard S.A.,Berlin,Allemagne,0.64,7,222,Paris
PO000543,2024-02-01,P00974,25,S041,181.62,3,4540.5,2,2024,3,Accessoires,Ãveil Ãlégant,209.35,62,Lemaître De Sousa SA,Dublin,Irlande,0.54,10,186,Lyon
PO000544,2024-01-16,P00031,150,S029,10.61,13,1591.5,1,2024,1,Maquillage,Luxe eclat,186.25,88,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,30,Lyon
PO000545,2024-10-04,P00481,50,S029,158.09,7,7904.5,10,2024,4,Soins de la peau,Luxe eclat,136.18,95,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,206,Paris
PO000546,2024-07-31,P00807,100,S002,40.64,9,4064.0,7,2024,2,Maquillage,Aroma Sublime,128.8,33,Morvan,Paris,France,0.86,9,262,Marseille
PO000547,2024-05-28,P00989,50,S029,151.29,12,7564.5,5,2024,1,Maquillage,Orchidée Noire,336.49,28,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,179,Lyon
PO000548,2024-04-01,P00612,50,S010,132.75,9,6637.5,4,2024,0,Soins de la peau,Jardin dâIvoire,406.72,21,Pelletier,Paris,France,0.98,3,15,Lyon
PO000549,2024-07-23,P00738,300,S029,179.05,4,53715.0,7,2024,1,Soins capillaires,Beauté Origine,150.86,70,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,159,Paris
PO000550,2024-02-19,P00966,25,S008,123.98,5,3099.5,2,2024,0,Parfums,Déesse Cosmétique,425.29,97,Gaillard S.A.,Berlin,Allemagne,0.64,7,20,Marseille
PO000551,2024-11-16,P00679,150,S046,123.08,11,18462.0,11,2024,5,Accessoires,Natura Solaire,176.98,15,Roche,Rome,Italie,0.54,4,202,Lyon
PO000552,2024-10-05,P00085,100,S029,56.6,9,5660.0,10,2024,5,Soins de la peau,Elixir Haute Beauté,130.92,84,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,15,Lyon
PO000553,2024-12-14,P00178,50,S008,24.08,8,1204.0,12,2024,5,Soins de la peau,Essentielle Paris,123.17,97,Gaillard S.A.,Berlin,Allemagne,0.64,7,240,Lyon
PO000554,2024-09-04,P00468,75,S029,118.05,14,8853.75,9,2024,2,Maquillage,Essentielle Paris,238.51,70,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,5,Paris
PO000555,2024-05-27,P00282,25,S008,216.3,7,5407.5,5,2024,0,Accessoires,Maison Pure,346.23,63,Gaillard S.A.,Berlin,Allemagne,0.64,7,160,Lyon
PO000556,2024-03-23,P00431,300,S037,204.4,5,61320.0,3,2024,5,Parfums,Luxe eclat,210.85,12,Charles SARL,Helsinki,Finlande,0.54,8,81,Marseille
PO000557,2024-11-11,P00445,300,S008,121.67,10,36501.0,11,2024,0,Accessoires,Elixir Haute Beauté,436.94,21,Gaillard S.A.,Berlin,Allemagne,0.64,7,281,Marseille
PO000558,2024-05-01,P00504,100,S036,290.78,9,29078.0,5,2024,2,Maquillage,Natura Solaire,359.11,31,Moreau Dubois S.A.S.,Stockholm,Suède,0.97,10,105,Marseille
PO000559,2024-01-22,P00378,150,S008,97.09,4,14563.5,1,2024,0,Parfums,Essentielle Paris,144.71,35,Gaillard S.A.,Berlin,Allemagne,0.64,7,291,Marseille
PO000560,2024-05-18,P00870,10,S008,237.97,3,2379.7,5,2024,5,Soins capillaires,Sérum de Lune,428.68,97,Gaillard S.A.,Berlin,Allemagne,0.64,7,29,Paris
