id_achat,date_achat,id_produit,quantité,id_fournisseur,prix_unitaire,délai_livraison_jours,montant_total,mois,année,jour_semaine
PO002579,2024-03-13,P00237,25,S004,208.24,2,5206.0,3,2024,2
PO002580,2024-03-18,P00164,100,S008,26.93,5,2693.0,3,2024,0
PO002581,2024-09-02,P00237,25,S002,198.28,13,4957.0,9,2024,0
PO002582,2024-12-30,P00543,100,S029,215.06,5,21506.0,12,2024,0
PO002583,2024-01-14,P00673,500,S008,242.38,9,121190.0,1,2024,6
PO002584,2024-02-19,P00241,150,S010,125.5,7,18825.0,2,2024,0
PO002585,2024-08-23,P00362,25,S008,123.7,7,3092.5,8,2024,4
PO002586,2024-04-08,P00001,75,S008,178.31,10,13373.25,4,2024,0
PO002587,2024-10-29,P00147,50,S003,69.36,6,3468.0,10,2024,1
PO002588,2024-08-28,P00849,500,S050,206.01,8,103005.0,8,2024,2
PO002589,2024-08-08,P00349,300,S008,288.69,5,86607.0,8,2024,3
PO002590,2024-07-08,P00904,25,S029,32.13,2,803.2500000000001,7,2024,0
PO002591,2024-09-20,P00552,200,S021,169.34,9,33868.0,9,2024,4
PO002592,2024-04-07,P00190,25,S010,277.98,2,6949.5,4,2024,6
PO002593,2024-11-04,P00741,50,S028,113.8,11,5690.0,11,2024,0
PO002594,2024-06-01,P00257,50,S008,96.86,7,4843.0,6,2024,5
PO002595,2024-05-23,P00585,50,S012,209.0,11,10450.0,5,2024,3
PO002596,2024-03-08,P00220,200,S016,32.43,4,6486.0,3,2024,4
PO002597,2024-10-22,P00188,50,S028,74.37,12,3718.5,10,2024,1
PO002598,2024-12-09,P00772,150,S028,65.47,4,9820.5,12,2024,0
PO002599,2024-08-02,P00680,500,S010,98.07,3,49035.0,8,2024,4
PO002600,2024-07-23,P00420,150,S028,129.2,13,19380.0,7,2024,1
PO002601,2024-07-27,P00235,50,S048,84.63,8,4231.5,7,2024,5
PO002602,2024-12-09,P00159,100,S028,46.01,14,4601.0,12,2024,0
PO002603,2024-05-14,P00200,75,S029,236.6,12,17745.0,5,2024,1
PO002604,2024-06-04,P00056,150,S008,176.72,6,26508.0,6,2024,1
PO002605,2024-09-13,P00586,25,S045,66.69,14,1667.25,9,2024,4
PO002606,2024-02-07,P00253,100,S008,82.05,12,8205.0,2,2024,2
PO002607,2024-06-23,P00451,150,S006,106.49,3,15973.5,6,2024,6
PO002608,2024-03-20,P00633,150,S048,264.88,12,39732.0,3,2024,2
PO002609,2024-10-01,P00329,300,S028,34.44,10,10332.0,10,2024,1
PO002610,2024-08-08,P00138,10,S028,207.42,3,2074.2,8,2024,3
PO002611,2024-08-20,P00362,50,S008,281.05,12,14052.5,8,2024,1
PO002612,2024-02-21,P00630,75,S029,264.69,8,19851.75,2,2024,2
PO002613,2024-10-26,P00494,50,S008,42.44,3,2122.0,10,2024,5
PO002614,2024-03-09,P00886,50,S029,104.64,5,5232.0,3,2024,5
PO002615,2024-12-24,P00244,25,S002,238.05,4,5951.25,12,2024,1
PO002616,2024-08-21,P00543,150,S003,223.33,11,33499.5,8,2024,2
PO002617,2024-11-11,P00928,200,S048,196.62,3,39324.0,11,2024,0
PO002618,2024-12-21,P00482,10,S041,97.23,5,972.3000000000001,12,2024,5
PO002619,2024-02-16,P00866,25,S046,26.69,3,667.25,2,2024,4
PO002620,2024-11-30,P00722,25,S002,158.24,2,3956.0,11,2024,5
PO002621,2024-03-28,P00526,75,S028,268.14,2,20110.5,3,2024,3
PO002622,2024-01-10,P00626,150,S029,259.14,5,38871.0,1,2024,2
PO002623,2024-06-16,P00260,10,S048,288.94,12,2889.4,6,2024,6
PO002624,2024-02-16,P00482,100,S008,245.51,5,24551.0,2,2024,4
PO002625,2024-09-22,P00739,25,S028,101.13,14,2528.25,9,2024,6
PO002626,2024-03-13,P00904,500,S025,242.02,11,121010.0,3,2024,2
PO002627,2024-07-15,P00948,200,S029,263.91,6,52782.00000000001,7,2024,0
PO002628,2024-11-25,P00855,300,S048,188.94,13,56682.0,11,2024,0
PO002629,2024-11-30,P00255,25,S029,246.38,13,6159.5,11,2024,5
PO002630,2024-04-29,P00569,75,S008,50.08,10,3756.0,4,2024,0
PO002631,2024-12-23,P00296,25,S028,168.5,4,4212.5,12,2024,0
PO002632,2024-01-19,P00339,100,S002,146.81,10,14681.0,1,2024,4
PO002633,2024-12-29,P00427,25,S048,154.15,12,3853.75,12,2024,6
PO002634,2024-12-18,P00039,150,S002,172.56,9,25884.0,12,2024,2
PO002635,2024-01-29,P00086,100,S028,140.71,11,14071.0,1,2024,0
PO002636,2024-01-29,P00442,75,S029,41.4,14,3105.0,1,2024,0
PO002637,2024-11-27,P00532,150,S002,135.39,12,20308.499999999996,11,2024,2
PO002638,2024-08-19,P00212,75,S012,252.15,2,18911.25,8,2024,0
PO002639,2024-07-19,P00712,50,S008,143.75,12,7187.5,7,2024,4
PO002640,2024-02-29,P00091,100,S008,295.52,8,29552.0,2,2024,3
PO002641,2024-02-26,P00453,300,S002,183.25,11,54975.0,2,2024,0
PO002642,2024-03-16,P00527,100,S031,67.68,4,6768.000000000001,3,2024,5
PO002643,2024-04-18,P00605,100,S029,46.26,6,4626.0,4,2024,3
PO002644,2024-02-29,P00167,300,S029,143.69,3,43107.0,2,2024,3
PO002645,2024-04-30,P00726,75,S028,209.6,7,15720.0,4,2024,1
PO002646,2024-06-11,P00045,500,S028,266.0,14,133000.0,6,2024,1
PO002647,2024-03-06,P00458,25,S041,220.88,6,5522.0,3,2024,2
PO002648,2024-03-07,P00844,75,S046,169.77,6,12732.75,3,2024,3
PO002649,2024-07-12,P00759,25,S012,104.4,14,2610.0,7,2024,4
PO002650,2024-03-03,P00740,75,S046,285.47,6,21410.250000000004,3,2024,6
PO002651,2024-07-18,P00851,25,S008,269.4,8,6734.999999999999,7,2024,3
PO002652,2024-03-11,P00983,25,S029,243.9,4,6097.5,3,2024,0
PO002653,2024-04-17,P00343,25,S046,18.2,11,455.0,4,2024,2
PO002654,2024-06-04,P00921,50,S008,210.01,4,10500.5,6,2024,1
PO002655,2024-05-04,P00225,25,S028,211.39,11,5284.75,5,2024,5
PO002656,2024-02-14,P00418,150,S038,63.0,9,9450.0,2,2024,2
PO002657,2024-09-27,P00897,25,S028,27.88,11,697.0,9,2024,4
PO002658,2024-08-11,P00012,50,S008,73.43,4,3671.5000000000005,8,2024,6
PO002659,2024-12-14,P00825,10,S008,279.42,14,2794.2000000000003,12,2024,5
PO002660,2024-10-20,P00682,25,S048,212.62,4,5315.5,10,2024,6
PO002661,2024-12-25,P00641,200,S008,263.65,11,52729.99999999999,12,2024,2
PO002662,2024-08-13,P00920,150,S008,124.8,10,18720.0,8,2024,1
PO002663,2024-12-10,P00141,150,S002,274.13,9,41119.5,12,2024,1
PO002664,2024-04-08,P00695,50,S029,35.76,4,1788.0,4,2024,0
PO002665,2024-03-02,P00001,25,S008,241.2,12,6030.0,3,2024,5
PO002666,2024-06-06,P00976,25,S028,189.08,12,4727.0,6,2024,3
PO002667,2024-10-11,P00353,100,S008,192.59,4,19259.0,10,2024,4
PO002668,2024-05-22,P00347,150,S028,84.13,4,12619.5,5,2024,2
PO002669,2024-01-04,P00706,200,S010,260.86,5,52172.0,1,2024,3
PO002670,2024-10-05,P00534,50,S050,206.57,9,10328.5,10,2024,5
PO002671,2024-12-16,P00796,50,S028,149.69,3,7484.5,12,2024,0
PO002672,2024-11-21,P00520,25,S012,26.9,11,672.5,11,2024,3
PO002673,2024-04-21,P00229,150,S029,285.51,6,42826.5,4,2024,6
PO002674,2024-06-02,P00915,50,S010,182.86,5,9143.0,6,2024,6
PO002675,2024-04-05,P00213,75,S028,232.64,4,17448.0,4,2024,4
PO002676,2024-12-09,P00885,300,S028,284.87,9,85461.0,12,2024,0
PO002677,2024-05-01,P00508,150,S008,241.19,13,36178.5,5,2024,2
PO002678,2024-01-13,P00517,10,S035,124.55,12,1245.5,1,2024,5
PO002679,2024-07-14,P00704,10,S048,141.81,7,1418.1,7,2024,6
PO002680,2024-05-26,P00602,150,S046,75.67,6,11350.5,5,2024,6
PO002681,2024-07-06,P00916,75,S008,121.92,2,9144.0,7,2024,5
PO002682,2024-12-31,P00508,100,S028,171.17,6,17117.0,12,2024,1
PO002683,2024-09-08,P00390,25,S008,32.09,2,802.2500000000001,9,2024,6
PO002684,2024-08-13,P00944,200,S028,185.86,5,37172.0,8,2024,1
PO002685,2024-01-26,P00724,150,S029,256.27,2,38440.5,1,2024,4
PO002686,2024-01-29,P00160,200,S006,128.96,8,25792.0,1,2024,0
PO002687,2024-10-16,P00563,50,S028,252.45,10,12622.5,10,2024,2
PO002688,2024-03-15,P00292,50,S029,161.26,9,8063.0,3,2024,4
PO002689,2024-12-09,P00303,25,S028,265.0,10,6625.0,12,2024,0
PO002690,2024-12-02,P00255,300,S002,20.59,13,6177.0,12,2024,0
PO002691,2024-11-26,P00570,25,S008,54.74,5,1368.5,11,2024,1
PO002692,2024-12-22,P00749,25,S028,117.34,9,2933.5,12,2024,6
PO002693,2024-05-22,P00252,25,S008,189.25,11,4731.25,5,2024,2
PO002694,2024-08-17,P00572,150,S008,296.93,6,44539.5,8,2024,5
PO002695,2024-06-08,P00818,200,S046,131.86,4,26372.000000000004,6,2024,5
PO002696,2024-12-05,P00860,150,S028,160.42,9,24062.999999999996,12,2024,3
PO002697,2024-01-11,P00203,75,S032,278.94,13,20920.5,1,2024,3
PO002698,2024-08-06,P00309,500,S024,188.78,7,94390.0,8,2024,1
PO002699,2024-05-16,P00758,10,S029,100.61,3,1006.1,5,2024,3
PO002700,2024-06-29,P00142,200,S031,66.28,5,13256.0,6,2024,5
PO002701,2024-06-18,P00656,50,S029,31.35,13,1567.5,6,2024,1
PO002702,2024-11-01,P00893,75,S029,286.41,14,21480.750000000004,11,2024,4
PO002703,2024-05-26,P00569,25,S008,174.89,11,4372.25,5,2024,6
PO002704,2024-12-10,P00778,10,S046,157.03,13,1570.3,12,2024,1
PO002705,2024-04-02,P00754,50,S002,260.02,4,13001.0,4,2024,1
PO002706,2024-12-01,P00265,25,S046,21.7,8,542.5,12,2024,6
PO002707,2024-04-09,P00805,75,S005,44.66,11,3349.4999999999995,4,2024,1
PO002708,2024-08-13,P00170,25,S013,231.63,2,5790.75,8,2024,1
PO002709,2024-06-21,P00926,25,S029,115.75,4,2893.75,6,2024,4
PO002710,2024-04-18,P00957,200,S028,284.14,4,56828.0,4,2024,3
PO002711,2024-10-05,P00425,300,S028,91.64,5,27492.0,10,2024,5
PO002712,2024-01-15,P00702,300,S008,80.8,12,24240.0,1,2024,0
PO002713,2024-04-25,P00517,100,S008,270.52,5,27052.0,4,2024,3
PO002714,2024-05-05,P00175,150,S005,18.21,7,2731.5,5,2024,6
PO002715,2024-06-06,P00285,150,S011,224.61,5,33691.5,6,2024,3
PO002716,2024-01-21,P00650,100,S010,146.42,13,14641.999999999998,1,2024,6
PO002717,2024-02-04,P00023,50,S044,134.68,11,6734.0,2,2024,6
PO002718,2024-03-23,P00977,25,S029,15.44,13,386.0,3,2024,5
PO002719,2024-09-15,P00023,25,S029,50.41,13,1260.25,9,2024,6
PO002720,2024-04-17,P00401,150,S018,201.7,3,30255.0,4,2024,2
PO002721,2024-05-04,P00450,100,S029,256.11,6,25611.0,5,2024,5
PO002722,2024-01-27,P00673,75,S028,273.71,2,20528.25,1,2024,5
PO002723,2024-12-21,P00509,10,S029,257.16,12,2571.6000000000004,12,2024,5
PO002724,2024-09-29,P00806,50,S028,190.89,10,9544.5,9,2024,6
PO002725,2024-10-30,P00248,100,S048,165.9,4,16590.0,10,2024,2
PO002726,2024-02-12,P00404,75,S008,295.02,3,22126.5,2,2024,0
PO002727,2024-06-04,P00165,50,S029,46.53,2,2326.5,6,2024,1
PO002728,2024-07-17,P00297,50,S022,54.75,12,2737.5,7,2024,2
PO002729,2024-04-19,P00893,100,S046,269.89,7,26989.0,4,2024,4
PO002730,2024-02-08,P00762,300,S050,163.31,4,48993.0,2,2024,3
PO002731,2024-08-05,P00602,200,S008,216.06,6,43212.0,8,2024,0
PO002732,2024-06-11,P00008,10,S028,189.26,9,1892.6,6,2024,1
PO002733,2024-12-15,P00678,75,S028,16.33,2,1224.7499999999998,12,2024,6
PO002734,2024-06-16,P00172,50,S028,226.57,13,11328.5,6,2024,6
PO002735,2024-12-17,P00473,75,S002,133.72,11,10029.0,12,2024,1
PO002736,2024-02-14,P00942,100,S010,176.9,10,17690.0,2,2024,2
PO002737,2024-06-05,P00189,25,S008,237.85,14,5946.25,6,2024,2
PO002738,2024-09-11,P00212,150,S038,292.52,6,43878.0,9,2024,2
PO002739,2024-12-22,P00465,75,S002,14.7,10,1102.5,12,2024,6
PO002740,2024-12-28,P00429,500,S029,121.73,5,60865.0,12,2024,5
PO002741,2024-03-11,P00326,10,S029,197.6,10,1976.0,3,2024,0
PO002742,2024-06-15,P00482,25,S008,137.26,8,3431.5,6,2024,5
PO002743,2024-04-18,P00449,100,S033,277.56,4,27756.0,4,2024,3
PO002744,2024-08-18,P00671,100,S046,273.84,10,27383.999999999996,8,2024,6
PO002745,2024-11-14,P00329,75,S028,266.66,13,19999.500000000004,11,2024,3
PO002746,2024-12-01,P00520,500,S008,233.48,14,116740.0,12,2024,6
PO002747,2024-08-30,P00356,50,S002,171.0,2,8550.0,8,2024,4
PO002748,2024-02-15,P00904,50,S028,196.76,11,9838.0,2,2024,3
PO002749,2024-08-04,P00308,200,S034,87.47,4,17494.0,8,2024,6
PO002750,2024-02-25,P00801,75,S028,119.19,6,8939.25,2,2024,6
PO002751,2024-07-17,P00119,50,S028,194.46,12,9723.0,7,2024,2
PO002752,2024-12-22,P00505,100,S008,80.4,13,8040.000000000001,12,2024,6
PO002753,2024-08-17,P00438,100,S010,15.52,7,1552.0,8,2024,5
PO002754,2024-11-16,P00169,50,S037,267.54,11,13377.000000000002,11,2024,5
PO002755,2024-08-04,P00290,50,S017,178.95,8,8947.5,8,2024,6
PO002756,2024-06-03,P00656,50,S002,280.86,4,14043.0,6,2024,0
PO002757,2024-05-01,P00867,10,S007,13.68,6,136.8,5,2024,2
PO002758,2024-11-21,P00821,300,S008,265.77,6,79731.0,11,2024,3
PO002759,2024-02-04,P00412,25,S008,92.15,2,2303.75,2,2024,6
PO002760,2024-02-27,P00459,25,S029,37.89,11,947.25,2,2024,1
PO002761,2024-05-23,P00750,100,S008,194.42,14,19442.0,5,2024,3
PO002762,2024-05-16,P00849,100,S029,176.86,9,17686.0,5,2024,3
PO002763,2024-03-11,P00500,100,S028,134.2,4,13419.999999999998,3,2024,0
PO002764,2024-05-25,P00790,50,S046,111.65,12,5582.5,5,2024,5
PO002765,2024-10-15,P00119,200,S028,54.23,6,10846.0,10,2024,1
PO002766,2024-09-17,P00956,75,S008,83.71,7,6278.249999999999,9,2024,1
PO002767,2024-01-26,P00425,50,S039,263.89,5,13194.5,1,2024,4
PO002768,2024-08-18,P00926,150,S046,169.81,12,25471.5,8,2024,6
PO002769,2024-08-26,P00919,25,S008,91.8,3,2295.0,8,2024,0
PO002770,2024-05-13,P00790,200,S041,252.09,6,50418.0,5,2024,0
PO002771,2024-06-06,P00078,75,S008,130.85,11,9813.75,6,2024,3
PO002772,2024-06-15,P00566,200,S048,115.49,8,23098.0,6,2024,5
PO002773,2024-08-05,P00880,25,S028,236.35,3,5908.75,8,2024,0
PO002774,2024-01-30,P00442,300,S029,27.57,14,8271.0,1,2024,1
PO002775,2024-07-22,P00091,100,S028,203.97,12,20397.0,7,2024,0
PO002776,2024-05-13,P00905,100,S008,136.83,14,13683.000000000002,5,2024,0
PO002777,2024-01-05,P00402,50,S017,198.04,6,9902.0,1,2024,4
PO002778,2024-11-27,P00685,300,S028,149.45,10,44835.0,11,2024,2
PO002779,2024-02-13,P00130,50,S008,274.5,4,13725.0,2,2024,1
PO002780,2024-02-07,P00662,75,S012,238.32,4,17874.0,2,2024,2
PO002781,2024-12-16,P00315,150,S002,291.09,12,43663.49999999999,12,2024,0
PO002782,2024-07-15,P00958,50,S008,120.82,4,6041.0,7,2024,0
PO002783,2024-11-09,P00713,50,S029,49.15,13,2457.5,11,2024,5
PO002784,2024-06-20,P00221,150,S008,150.38,4,22557.0,6,2024,3
PO002785,2024-09-07,P00714,25,S008,43.56,9,1089.0,9,2024,5
PO002786,2024-10-09,P00196,150,S028,205.99,14,30898.5,10,2024,2
PO002787,2024-06-12,P00979,100,S001,94.31,13,9431.0,6,2024,2
PO002788,2024-04-23,P00092,75,S029,287.26,9,21544.5,4,2024,1
PO002789,2024-01-31,P00948,25,S029,47.84,11,1196.0,1,2024,2
PO002790,2024-11-12,P00699,150,S034,122.88,10,18432.0,11,2024,1
PO002791,2024-11-09,P00525,150,S048,282.17,14,42325.5,11,2024,5
PO002792,2024-01-26,P00212,75,S008,54.35,7,4076.25,1,2024,4
PO002793,2024-01-11,P00830,50,S028,111.12,8,5556.0,1,2024,3
PO002794,2024-07-25,P00771,25,S028,71.43,5,1785.7500000000002,7,2024,3
PO002795,2024-09-01,P00724,150,S029,97.38,13,14607.0,9,2024,6
PO002796,2024-02-04,P00973,100,S028,177.01,8,17701.0,2,2024,6
PO002797,2024-03-23,P00712,25,S028,99.96,5,2499.0,3,2024,5
PO002798,2024-11-19,P00650,150,S026,115.48,10,17322.0,11,2024,1
PO002799,2024-08-30,P00494,200,S002,132.45,13,26489.999999999996,8,2024,4
PO002800,2024-06-08,P00886,10,S029,242.51,4,2425.1,6,2024,5
PO002801,2024-10-26,P00222,150,S010,52.45,7,7867.5,10,2024,5
PO002802,2024-09-15,P00410,200,S029,87.82,10,17564.0,9,2024,6
PO002803,2024-09-18,P00760,500,S028,144.55,9,72275.0,9,2024,2
PO002804,2024-12-31,P00398,25,S031,278.72,6,6968.000000000001,12,2024,1
PO002805,2024-03-19,P00826,50,S029,276.95,4,13847.5,3,2024,1
PO002806,2024-04-04,P00261,300,S008,152.97,13,45891.0,4,2024,3
PO002807,2024-12-28,P00741,10,S008,106.44,9,1064.4,12,2024,5
PO002808,2024-02-26,P00858,75,S028,88.18,6,6613.500000000001,2,2024,0
PO002809,2024-02-10,P00014,75,S010,195.79,14,14684.25,2,2024,5
PO002810,2024-10-14,P00649,100,S028,253.56,9,25356.0,10,2024,0
PO002811,2024-07-27,P00417,50,S048,270.14,6,13507.0,7,2024,5
PO002812,2024-09-18,P00215,300,S008,185.76,14,55728.0,9,2024,2
PO002813,2024-07-14,P00069,50,S028,88.58,6,4429.0,7,2024,6
PO002814,2024-03-05,P00260,100,S046,23.03,2,2303.0,3,2024,1
PO002815,2024-09-30,P00767,75,S029,147.73,3,11079.75,9,2024,0
PO002816,2024-08-27,P00210,50,S011,169.2,13,8460.0,8,2024,1
PO002817,2024-03-08,P00262,25,S029,88.01,11,2200.25,3,2024,4
PO002818,2024-01-31,P00253,300,S008,10.34,9,3102.0,1,2024,2
PO002819,2024-08-04,P00924,75,S029,173.71,9,13028.25,8,2024,6
PO002820,2024-11-05,P00006,100,S028,209.39,3,20939.0,11,2024,1
PO002821,2024-11-11,P00435,150,S028,145.76,10,21864.0,11,2024,0
PO002822,2024-03-24,P00831,10,S027,100.13,2,1001.3,3,2024,6
PO002823,2024-05-07,P00929,100,S008,238.27,14,23827.0,5,2024,1
PO002824,2024-06-18,P00009,25,S029,190.53,10,4763.25,6,2024,1
PO002825,2024-12-13,P00683,100,S029,20.15,3,2014.9999999999998,12,2024,4
PO002826,2024-01-31,P00738,25,S028,77.06,2,1926.5,1,2024,2
PO002827,2024-04-28,P00451,150,S024,181.44,12,27216.0,4,2024,6
PO002828,2024-06-25,P00481,100,S028,53.14,13,5314.0,6,2024,1
PO002829,2024-03-15,P00615,50,S008,89.66,9,4483.0,3,2024,4
PO002830,2024-10-30,P00626,50,S028,115.39,6,5769.5,10,2024,2
PO002831,2024-08-05,P00691,25,S029,291.34,8,7283.499999999999,8,2024,0
PO002832,2024-03-10,P00402,200,S029,108.32,12,21664.0,3,2024,6
PO002833,2024-07-17,P00891,25,S042,119.58,12,2989.5,7,2024,2
PO002834,2024-08-05,P00709,75,S012,171.13,5,12834.75,8,2024,0
PO002835,2024-12-25,P00389,25,S028,199.01,10,4975.25,12,2024,2
PO002836,2024-02-15,P00668,500,S008,119.97,9,59985.0,2,2024,3
PO002837,2024-04-13,P00593,75,S010,14.43,5,1082.25,4,2024,5
PO002838,2024-11-19,P00838,25,S008,261.3,13,6532.5,11,2024,1
PO002839,2024-09-04,P00124,100,S004,228.25,7,22825.0,9,2024,2
PO002840,2024-02-15,P00787,500,S033,279.57,6,139785.0,2,2024,3
PO002841,2024-02-03,P00569,100,S008,219.37,9,21937.0,2,2024,5
PO002842,2024-05-23,P00278,75,S002,95.06,7,7129.5,5,2024,3
PO002843,2024-05-19,P00180,50,S048,197.29,9,9864.5,5,2024,6
PO002844,2024-04-25,P00925,10,S028,233.03,7,2330.3,4,2024,3
PO002845,2024-06-07,P00162,25,S028,63.7,6,1592.5,6,2024,4
PO002846,2024-12-11,P00209,75,S024,139.08,12,10431.000000000002,12,2024,2
PO002847,2024-09-09,P00416,150,S028,13.11,3,1966.5,9,2024,0
PO002848,2024-01-29,P00907,200,S029,45.18,11,9036.0,1,2024,0
PO002849,2024-09-22,P00847,150,S008,115.68,14,17352.0,9,2024,6
PO002850,2024-11-20,P00007,25,S029,201.62,7,5040.5,11,2024,2
PO002851,2024-12-06,P00471,150,S011,20.39,10,3058.5,12,2024,4
PO002852,2024-08-15,P00948,75,S027,267.78,2,20083.499999999996,8,2024,3
PO002853,2024-10-01,P00025,75,S008,137.84,13,10338.0,10,2024,1
PO002854,2024-11-29,P00293,75,S048,69.91,4,5243.25,11,2024,4
PO002855,2024-01-21,P00829,10,S028,198.59,10,1985.9,1,2024,6
PO002856,2024-06-24,P00170,10,S029,115.04,2,1150.4,6,2024,0
PO002857,2024-12-04,P00847,75,S008,239.49,3,17961.75,12,2024,2
PO002858,2024-01-05,P00220,25,S028,278.67,2,6966.75,1,2024,4
PO002859,2024-02-10,P00986,75,S028,286.65,11,21498.75,2,2024,5
PO002860,2024-05-05,P00049,50,S008,226.61,3,11330.5,5,2024,6
PO002861,2024-04-14,P00384,200,S026,293.67,4,58734.0,4,2024,6
PO002862,2024-01-07,P00030,300,S046,212.61,7,63783.00000000001,1,2024,6
PO002863,2024-10-30,P00162,500,S012,91.59,3,45795.0,10,2024,2
PO002864,2024-08-10,P00751,200,S008,222.91,3,44582.0,8,2024,5
PO002865,2024-08-23,P00874,500,S029,141.37,7,70685.0,8,2024,4
PO002866,2024-07-23,P00029,100,S030,288.22,6,28822.000000000004,7,2024,1
PO002867,2024-09-28,P00021,300,S029,184.01,11,55203.0,9,2024,5
PO002868,2024-08-29,P00514,100,S008,218.24,5,21824.0,8,2024,3
PO002869,2024-05-30,P00102,150,S033,265.18,2,39777.0,5,2024,3
PO002870,2024-08-23,P00591,25,S028,133.37,14,3334.25,8,2024,4
PO002871,2024-11-29,P00919,100,S048,290.29,6,29029.000000000004,11,2024,4
PO002872,2024-10-26,P00317,300,S036,190.76,9,57228.0,10,2024,5
PO002873,2024-06-10,P00240,75,S028,159.38,9,11953.5,6,2024,0
PO002874,2024-03-07,P00835,25,S008,62.73,2,1568.25,3,2024,3
PO002875,2024-12-13,P00008,75,S028,22.37,2,1677.75,12,2024,4
PO002876,2024-08-12,P00893,100,S028,248.48,5,24848.0,8,2024,0
PO002877,2024-10-26,P00168,150,S010,42.16,2,6323.999999999999,10,2024,5
PO002878,2024-01-21,P00860,75,S008,25.8,11,1935.0,1,2024,6
PO002879,2024-10-28,P00472,25,S029,276.12,13,6903.0,10,2024,0
PO002880,2024-07-02,P00997,300,S028,34.35,5,10305.0,7,2024,1
PO002881,2024-02-21,P00483,150,S046,294.38,12,44157.0,2,2024,2
PO002882,2024-02-06,P00699,50,S008,169.67,2,8483.5,2,2024,1
PO002883,2024-05-27,P00028,150,S028,106.53,11,15979.5,5,2024,0
PO002884,2024-03-13,P00819,50,S028,185.0,6,9250.0,3,2024,2
PO002885,2024-11-11,P00441,50,S002,206.0,4,10300.0,11,2024,0
PO002886,2024-10-04,P00695,200,S009,210.26,12,42052.0,10,2024,4
PO002887,2024-03-01,P00239,200,S008,297.36,9,59472.0,3,2024,4
PO002888,2024-05-19,P00165,50,S046,66.1,2,3304.9999999999995,5,2024,6
PO002889,2024-07-06,P00224,10,S010,148.32,5,1483.1999999999998,7,2024,5
PO002890,2024-09-01,P00885,25,S048,257.17,2,6429.25,9,2024,6
PO002891,2024-05-03,P00306,200,S008,145.33,7,29066.000000000004,5,2024,4
PO002892,2024-03-21,P00450,200,S021,13.69,5,2738.0,3,2024,3
PO002893,2024-09-07,P00535,75,S029,216.91,12,16268.25,9,2024,5
PO002894,2024-06-16,P00190,50,S028,215.04,9,10752.0,6,2024,6
PO002895,2024-10-19,P00345,50,S046,21.28,8,1064.0,10,2024,5
PO002896,2024-08-30,P00903,200,S048,14.97,5,2994.0,8,2024,4
PO002897,2024-10-02,P00458,50,S008,48.34,3,2417.0,10,2024,2
PO002898,2024-07-26,P00434,75,S029,186.72,13,14004.0,7,2024,4
PO002899,2024-04-14,P00702,100,S029,122.45,7,12245.0,4,2024,6
PO002900,2024-07-20,P00040,25,S012,58.12,6,1453.0,7,2024,5
PO002901,2024-04-07,P00895,50,S012,33.71,6,1685.5,4,2024,6
PO002902,2024-06-15,P00407,50,S010,109.59,8,5479.5,6,2024,5
PO002903,2024-11-01,P00322,100,S024,117.52,12,11752.0,11,2024,4
PO002904,2024-03-13,P00540,150,S028,236.58,14,35487.0,3,2024,2
PO002905,2024-09-23,P00395,75,S010,158.57,7,11892.75,9,2024,0
PO002906,2024-04-04,P00420,25,S003,150.15,13,3753.75,4,2024,3
PO002907,2024-04-22,P00974,50,S029,284.18,13,14209.0,4,2024,0
PO002908,2024-12-01,P00838,25,S046,50.34,9,1258.5,12,2024,6
PO002909,2024-03-07,P00083,10,S008,237.96,2,2379.6,3,2024,3
PO002910,2024-06-01,P00293,75,S002,14.46,8,1084.5,6,2024,5
PO002911,2024-04-17,P00074,300,S048,294.34,2,88301.99999999999,4,2024,2
PO002912,2024-02-13,P00577,150,S042,131.76,14,19764.0,2,2024,1
PO002913,2024-03-31,P00142,150,S029,130.98,10,19647.0,3,2024,6
PO002914,2024-12-14,P00376,100,S012,75.77,10,7577.0,12,2024,5
PO002915,2024-10-10,P00619,200,S008,132.78,3,26556.0,10,2024,3
PO002916,2024-07-22,P00377,150,S008,68.46,14,10268.999999999998,7,2024,0
PO002917,2024-10-16,P00113,100,S037,112.38,7,11238.0,10,2024,2
PO002918,2024-01-23,P00208,50,S031,80.07,11,4003.4999999999995,1,2024,1
PO002919,2024-10-06,P00287,25,S024,245.96,3,6149.0,10,2024,6
PO002920,2024-08-25,P00451,75,S028,156.42,7,11731.499999999998,8,2024,6
PO002921,2024-07-01,P00030,300,S029,269.86,13,80958.0,7,2024,0
PO002922,2024-02-06,P00967,75,S008,190.84,13,14313.0,2,2024,1
PO002923,2024-02-20,P00170,25,S012,236.04,11,5901.0,2,2024,1
PO002924,2024-12-19,P00190,100,S027,60.71,8,6071.0,12,2024,3
PO002925,2024-06-29,P00023,75,S028,286.21,8,21465.75,6,2024,5
PO002926,2024-07-21,P00796,300,S002,115.58,7,34674.0,7,2024,6
PO002927,2024-05-07,P00853,25,S028,77.85,14,1946.2499999999998,5,2024,1
PO002928,2024-04-25,P00787,100,S034,247.62,11,24762.0,4,2024,3
PO002929,2024-11-04,P00639,100,S043,61.46,8,6146.0,11,2024,0
PO002930,2024-09-08,P00049,500,S010,292.59,3,146295.0,9,2024,6
PO002931,2024-04-04,P00440,75,S022,14.91,4,1118.25,4,2024,3
