id_commande,id_produit,date_retour,motif,mois
O004591,P00012,2025-01-16,Client insatisfait,2025-01
O017130,P00688,2025-01-05,Livraison incomplète,2025-01
O041154,P00963,2025-01-11,Mauvaise référence,2025-01
O032780,P00105,2024-02-24,Client insatisfait,2024-02
O010423,P00413,2024-11-01,Mauvaise référence,2024-11
O004104,P00791,2024-01-25,Livraison incomplète,2024-01
O029796,P00009,2024-09-19,Client insatisfait,2024-09
O047224,P00973,2024-04-08,Mauvaise référence,2024-04
O007231,P00080,2024-08-15,Mauvaise référence,2024-08
O022826,P00792,2025-01-22,Client insatisfait,2025-01
O032299,P00149,2024-11-26,Client insatisfait,2024-11
O019986,P00765,2024-04-06,Mauvaise référence,2024-04
O045305,P00355,2024-06-10,Client insatisfait,2024-06
O039140,P00658,2024-07-18,Livraison incomplète,2024-07
O029097,P00754,2024-09-21,Produit abîmé,2024-09
O043268,P00791,2024-11-26,Livraison incomplète,2024-11
O043434,P00470,2024-01-10,Livraison incomplète,2024-01
O007035,P00357,2025-01-07,Livraison incomplète,2025-01
O028489,P00371,2024-02-28,Produit abîmé,2024-02
O040258,P00398,2024-12-13,Produit abîmé,2024-12
O042238,P00158,2024-03-22,Client insatisfait,2024-03
O033260,P00971,2024-03-17,Mauvaise référence,2024-03
O036700,P00445,2024-12-17,Client insatisfait,2024-12
O021950,P00336,2025-01-07,Produit abîmé,2025-01
O022328,P00691,2024-01-26,Livraison incomplète,2024-01
O026534,P00558,2024-08-26,Livraison incomplète,2024-08
O038387,P00080,2024-06-15,Livraison incomplète,2024-06
O037870,P00341,2024-12-15,Client insatisfait,2024-12
O030148,P00032,2024-10-14,Mauvaise référence,2024-10
O029454,P00152,2025-01-19,Livraison incomplète,2025-01
O032338,P00047,2024-02-04,Produit abîmé,2024-02
O034385,P00488,2024-11-30,Client insatisfait,2024-11
O008551,P00377,2024-05-01,Mauvaise référence,2024-05
O029447,P00507,2024-12-15,Mauvaise référence,2024-12
O012203,P00532,2024-12-05,Client insatisfait,2024-12
O019163,P00550,2024-11-10,Client insatisfait,2024-11
O047373,P00417,2024-03-18,Mauvaise référence,2024-03
O035465,P00152,2024-09-25,Livraison incomplète,2024-09
O029074,P00009,2025-01-02,Mauvaise référence,2025-01
O024471,P00516,2024-04-22,Produit abîmé,2024-04
O008294,P00212,2024-06-23,Mauvaise référence,2024-06
O046159,P00470,2024-11-05,Client insatisfait,2024-11
O034590,P00008,2024-11-26,Produit abîmé,2024-11
O003358,P00212,2024-05-22,Client insatisfait,2024-05
O002451,P00791,2024-03-22,Livraison incomplète,2024-03
O045699,P00463,2024-11-05,Livraison incomplète,2024-11
O016693,P00121,2024-01-19,Produit abîmé,2024-01
O023378,P00188,2024-05-14,Client insatisfait,2024-05
O018588,P00234,2024-04-25,Produit abîmé,2024-04
O026315,P00093,2024-09-24,Produit abîmé,2024-09
O037372,P00011,2024-11-19,Livraison incomplète,2024-11
O005921,P00055,2025-01-16,Client insatisfait,2025-01
O037596,P00445,2024-12-02,Mauvaise référence,2024-12
O039379,P00952,2024-12-31,Livraison incomplète,2024-12
O024026,P00008,2024-02-03,Produit abîmé,2024-02
O005233,P00305,2025-01-24,Client insatisfait,2025-01
O040233,P00780,2024-03-24,Produit abîmé,2024-03
O044535,P00733,2024-04-26,Produit abîmé,2024-04
O044414,P00152,2024-03-01,Produit abîmé,2024-03
O023536,P00414,2024-07-15,Client insatisfait,2024-07
O040985,P00152,2024-12-18,Livraison incomplète,2024-12
O030082,P00188,2024-01-28,Mauvaise référence,2024-01
O009459,P00182,2024-12-16,Produit abîmé,2024-12
O035809,P00893,2024-04-21,Mauvaise référence,2024-04
O009225,P00258,2024-04-11,Livraison incomplète,2024-04
O025595,P00222,2024-05-03,Produit abîmé,2024-05
O014381,P00957,2024-12-06,Client insatisfait,2024-12
O033522,P00198,2024-11-12,Produit abîmé,2024-11
O003417,P00510,2024-10-13,Produit abîmé,2024-10
O023117,P00507,2024-03-25,Produit abîmé,2024-03
O023018,P00398,2024-12-25,Produit abîmé,2024-12
O007903,P00893,2024-12-12,Livraison incomplète,2024-12
O041861,P00017,2024-12-18,Livraison incomplète,2024-12
O033694,P00981,2024-03-19,Client insatisfait,2024-03
O007957,P00063,2024-08-29,Produit abîmé,2024-08
O027156,P00933,2024-12-17,Client insatisfait,2024-12
O027985,P00413,2024-10-17,Produit abîmé,2024-10
O038139,P00515,2025-01-06,Client insatisfait,2025-01
O044195,P00881,2024-12-11,Produit abîmé,2024-12
O020548,P00613,2024-01-26,Livraison incomplète,2024-01
O000912,P00029,2025-01-03,Produit abîmé,2025-01
O015026,P00613,2024-05-20,Produit abîmé,2024-05
O020247,P00341,2024-09-24,Livraison incomplète,2024-09
O033462,P00613,2024-09-02,Client insatisfait,2024-09
O008889,P00002,2024-11-26,Mauvaise référence,2024-11
O018045,P00791,2024-11-23,Livraison incomplète,2024-11
O048692,P00371,2024-02-08,Client insatisfait,2024-02
O043741,P00507,2024-04-13,Produit abîmé,2024-04
O030516,P00143,2025-01-06,Mauvaise référence,2025-01
O021150,P00620,2025-01-01,Client insatisfait,2025-01
O002660,P00029,2024-10-05,Client insatisfait,2024-10
O033767,P00733,2024-12-18,Produit abîmé,2024-12
O017884,P00357,2024-09-26,Produit abîmé,2024-09
O040338,P00449,2024-04-25,Client insatisfait,2024-04
O043106,P00105,2024-08-17,Produit abîmé,2024-08
O042316,P00943,2024-11-08,Mauvaise référence,2024-11
O013960,P00046,2025-01-04,Produit abîmé,2025-01
O040136,P00839,2024-06-11,Mauvaise référence,2024-06
O020023,P00002,2024-12-26,Mauvaise référence,2024-12
O033542,P00470,2024-10-25,Produit abîmé,2024-10
O025383,P00234,2024-03-04,Client insatisfait,2024-03
O044539,P00691,2024-06-25,Mauvaise référence,2024-06
O024222,P00943,2024-09-20,Produit abîmé,2024-09
O013012,P00691,2024-01-18,Livraison incomplète,2024-01
O011554,P00379,2024-11-19,Mauvaise référence,2024-11
O018036,P00839,2024-12-20,Client insatisfait,2024-12
O007496,P00047,2024-10-06,Client insatisfait,2024-10
O039833,P00343,2024-05-22,Client insatisfait,2024-05
O011064,P00839,2024-12-31,Livraison incomplète,2024-12
O005101,P00170,2024-04-30,Mauvaise référence,2024-04
O029464,P00742,2024-04-17,Livraison incomplète,2024-04
O019438,P00398,2025-01-17,Livraison incomplète,2025-01
O004740,P00516,2024-03-03,Livraison incomplète,2024-03
O026311,P00865,2024-06-06,Livraison incomplète,2024-06
O009108,P00330,2024-12-26,Mauvaise référence,2024-12
O015753,P00063,2025-01-08,Mauvaise référence,2025-01
O047682,P00121,2024-01-31,Client insatisfait,2024-01
O016563,P00615,2024-09-19,Livraison incomplète,2024-09
O036802,P00250,2024-12-06,Livraison incomplète,2024-12
O006729,P00792,2024-01-18,Produit abîmé,2024-01
O002032,P00355,2024-10-30,Mauvaise référence,2024-10
O035420,P00008,2024-02-06,Produit abîmé,2024-02
O012943,P00895,2024-10-26,Mauvaise référence,2024-10
O017478,P00414,2024-12-06,Livraison incomplète,2024-12
O027545,P00121,2024-11-01,Produit abîmé,2024-11
O042148,P00258,2024-11-23,Mauvaise référence,2024-11
O042034,P00751,2024-07-16,Produit abîmé,2024-07
O025935,P00503,2024-12-24,Produit abîmé,2024-12
O011811,P00791,2024-04-09,Client insatisfait,2024-04
O041237,P00233,2024-12-28,Client insatisfait,2024-12
O034936,P00506,2024-09-17,Livraison incomplète,2024-09
O017354,P00099,2024-09-27,Livraison incomplète,2024-09
O045917,P00055,2024-12-20,Livraison incomplète,2024-12
O012468,P00603,2024-02-24,Mauvaise référence,2024-02
O007358,P00671,2024-09-21,Livraison incomplète,2024-09
O004128,P00938,2024-06-16,Produit abîmé,2024-06
O007557,P00603,2024-05-28,Client insatisfait,2024-05
O025198,P00509,2024-02-17,Produit abîmé,2024-02
O007352,P00198,2024-07-14,Produit abîmé,2024-07
O031005,P00417,2024-01-28,Client insatisfait,2024-01
O000503,P00011,2024-03-14,Client insatisfait,2024-03
O044978,P00654,2024-09-23,Livraison incomplète,2024-09
O023412,P00518,2024-09-01,Mauvaise référence,2024-09
O033765,P00063,2024-09-19,Livraison incomplète,2024-09
O049074,P00831,2024-02-07,Livraison incomplète,2024-02
O045432,P00373,2024-11-17,Mauvaise référence,2024-11
O020400,P00473,2025-01-11,Produit abîmé,2025-01
O042697,P00370,2024-06-06,Livraison incomplète,2024-06
O022210,P00445,2024-09-20,Client insatisfait,2024-09
O039081,P00106,2024-03-22,Livraison incomplète,2024-03
O026142,P00017,2024-11-13,Livraison incomplète,2024-11
O033217,P00973,2024-03-07,Produit abîmé,2024-03
O037120,P00738,2024-01-29,Livraison incomplète,2024-01
O031570,P00893,2025-01-08,Produit abîmé,2025-01
O043243,P00551,2024-08-27,Livraison incomplète,2024-08
O031305,P00198,2024-02-21,Produit abîmé,2024-02
O027314,P00002,2024-12-21,Mauvaise référence,2024-12
O047362,P00418,2025-01-27,Client insatisfait,2025-01
O044037,P00963,2024-11-02,Produit abîmé,2024-11
O024995,P00220,2024-12-30,Client insatisfait,2024-12
O049333,P00463,2024-05-25,Livraison incomplète,2024-05
O009724,P00604,2024-03-17,Livraison incomplète,2024-03
O004365,P00226,2024-09-14,Produit abîmé,2024-09
O004258,P00653,2024-04-01,Mauvaise référence,2024-04
O008814,P00905,2024-06-27,Client insatisfait,2024-06
O003011,P00467,2024-11-18,Produit abîmé,2024-11
O049850,P00222,2024-02-14,Produit abîmé,2024-02
O019583,P00135,2024-08-15,Client insatisfait,2024-08
O039137,P00463,2025-01-25,Produit abîmé,2025-01
O047299,P00396,2024-05-30,Client insatisfait,2024-05
O019727,P00136,2025-01-01,Livraison incomplète,2025-01
O040156,P00037,2024-02-28,Client insatisfait,2024-02
O020749,P00751,2024-03-19,Mauvaise référence,2024-03
O014895,P00526,2024-02-06,Client insatisfait,2024-02
O044961,P00445,2024-11-15,Livraison incomplète,2024-11
O020185,P00029,2024-01-25,Client insatisfait,2024-01
O007594,P00603,2024-11-05,Client insatisfait,2024-11
O013149,P00234,2024-04-04,Produit abîmé,2024-04
O012398,P00968,2024-06-01,Client insatisfait,2024-06
O023835,P00305,2024-02-13,Livraison incomplète,2024-02
O001384,P00754,2024-11-18,Livraison incomplète,2024-11
O022631,P00658,2025-01-07,Mauvaise référence,2025-01
O042376,P00963,2025-01-14,Client insatisfait,2025-01
O041623,P00535,2024-10-03,Produit abîmé,2024-10
O044994,P00733,2025-01-09,Livraison incomplète,2025-01
O034260,P00149,2024-11-30,Mauvaise référence,2024-11
O013930,P00198,2024-07-19,Client insatisfait,2024-07
O020195,P00810,2024-06-06,Produit abîmé,2024-06
O044615,P00603,2024-12-04,Client insatisfait,2024-12
O012241,P00037,2024-07-27,Client insatisfait,2024-07
O027947,P00140,2025-01-29,Mauvaise référence,2025-01
O016638,P00764,2024-07-25,Livraison incomplète,2024-07
O001301,P00931,2024-09-20,Client insatisfait,2024-09
O036311,P00250,2024-11-15,Client insatisfait,2024-11
O017925,P00135,2024-12-22,Mauvaise référence,2024-12
O047691,P00470,2024-03-26,Produit abîmé,2024-03
O019240,P00948,2025-01-05,Client insatisfait,2025-01
O034392,P00943,2024-10-06,Livraison incomplète,2024-10
O010792,P00515,2024-10-31,Client insatisfait,2024-10
O041343,P00470,2024-04-19,Client insatisfait,2024-04
O033847,P00503,2024-10-12,Livraison incomplète,2024-10
O035341,P00658,2024-11-11,Mauvaise référence,2024-11
O038284,P00780,2024-10-04,Client insatisfait,2024-10
O029140,P00968,2024-10-07,Livraison incomplète,2024-10
O014643,P00149,2024-11-22,Livraison incomplète,2024-11
O021732,P00751,2025-01-05,Produit abîmé,2025-01
O032506,P00610,2024-03-13,Mauvaise référence,2024-03
O027591,P00765,2024-12-25,Livraison incomplète,2024-12
O016954,P00839,2024-08-01,Client insatisfait,2024-08
O023752,P00184,2025-01-02,Mauvaise référence,2025-01
O026339,P00377,2024-12-21,Livraison incomplète,2024-12
O029878,P00379,2024-09-08,Mauvaise référence,2024-09
O049612,P00943,2025-01-07,Client insatisfait,2025-01
O048918,P00963,2024-03-07,Produit abîmé,2024-03
O025471,P00811,2024-04-11,Client insatisfait,2024-04
O030668,P00507,2024-07-15,Mauvaise référence,2024-07
O033578,P00518,2024-07-01,Client insatisfait,2024-07
O031450,P00613,2024-03-14,Livraison incomplète,2024-03
O032134,P00952,2024-03-13,Mauvaise référence,2024-03
O049594,P00535,2024-08-11,Client insatisfait,2024-08
O019164,P00105,2025-01-14,Client insatisfait,2025-01
O028182,P00149,2024-01-26,Client insatisfait,2024-01
O020443,P00811,2024-10-23,Produit abîmé,2024-10
O020421,P00152,2024-12-12,Produit abîmé,2024-12
O010145,P00017,2024-01-17,Produit abîmé,2024-01
O049936,P00152,2024-05-22,Produit abîmé,2024-05
O024518,P00370,2024-12-28,Client insatisfait,2024-12
O005886,P00742,2024-12-28,Produit abîmé,2024-12
O022202,P00780,2024-01-24,Client insatisfait,2024-01
O027053,P00986,2024-02-07,Livraison incomplète,2024-02
O032414,P00136,2024-12-20,Livraison incomplète,2024-12
O042156,P00881,2024-09-29,Livraison incomplète,2024-09
O014569,P00654,2024-11-13,Mauvaise référence,2024-11
O014644,P00188,2024-04-27,Livraison incomplète,2024-04
O017723,P00417,2024-02-24,Mauvaise référence,2024-02
O019475,P00515,2024-10-01,Produit abîmé,2024-10
O014434,P00017,2024-03-21,Livraison incomplète,2024-03
O032263,P00226,2024-10-16,Livraison incomplète,2024-10
O042206,P00733,2024-09-25,Livraison incomplète,2024-09
O048350,P00234,2024-04-03,Produit abîmé,2024-04
O029808,P00938,2024-02-22,Livraison incomplète,2024-02
O003559,P00184,2024-11-27,Livraison incomplète,2024-11
O046480,P00518,2024-04-05,Client insatisfait,2024-04
O024627,P00158,2025-01-05,Client insatisfait,2025-01
O017847,P00182,2024-08-27,Mauvaise référence,2024-08
O003241,P00467,2024-11-12,Client insatisfait,2024-11
O021821,P00809,2024-09-02,Produit abîmé,2024-09
O045126,P00467,2024-05-22,Produit abîmé,2024-05
O028064,P00182,2024-05-31,Livraison incomplète,2024-05
O044285,P00182,2024-12-31,Client insatisfait,2024-12
O025737,P00610,2025-01-03,Mauvaise référence,2025-01
O005546,P00024,2025-01-07,Mauvaise référence,2025-01
O033211,P00105,2024-12-17,Mauvaise référence,2024-12
O013676,P00140,2024-11-28,Livraison incomplète,2024-11
O032806,P00452,2024-04-10,Produit abîmé,2024-04
O021807,P00143,2024-10-14,Livraison incomplète,2024-10
O013301,P00612,2024-12-11,Produit abîmé,2024-12
O031124,P00733,2025-01-08,Livraison incomplète,2025-01
O012935,P00467,2024-12-21,Produit abîmé,2024-12
O017897,P00952,2025-01-04,Mauvaise référence,2025-01
O034937,P00462,2024-01-14,Produit abîmé,2024-01
O042750,P00831,2024-11-15,Client insatisfait,2024-11
O038585,P00957,2024-02-27,Client insatisfait,2024-02
O046741,P00403,2024-09-11,Mauvaise référence,2024-09
O040139,P00521,2024-10-25,Mauvaise référence,2024-10
O027024,P00462,2024-12-28,Livraison incomplète,2024-12
O041208,P00319,2024-09-28,Client insatisfait,2024-09
O003194,P00343,2024-01-28,Mauvaise référence,2024-01
O000599,P00258,2024-12-28,Livraison incomplète,2024-12
O035775,P00865,2024-10-21,Livraison incomplète,2024-10
O035271,P00330,2025-01-04,Client insatisfait,2025-01
O024085,P00403,2024-02-22,Produit abîmé,2024-02
O043966,P00516,2024-02-21,Livraison incomplète,2024-02
O015528,P00234,2024-12-25,Client insatisfait,2024-12
O006788,P00710,2024-01-08,Livraison incomplète,2024-01
O030333,P00809,2024-02-20,Livraison incomplète,2024-02
O037791,P00509,2024-12-02,Mauvaise référence,2024-12
O037925,P00893,2024-06-25,Mauvaise référence,2024-06
O012329,P00792,2024-12-13,Mauvaise référence,2024-12
O042135,P00233,2024-12-31,Client insatisfait,2024-12
O007539,P00865,2024-08-15,Livraison incomplète,2024-08
O040567,P00234,2024-08-23,Client insatisfait,2024-08
O028601,P00467,2025-01-06,Livraison incomplète,2025-01
O042450,P00931,2024-05-12,Livraison incomplète,2024-05
O024676,P00017,2024-11-09,Mauvaise référence,2024-11
O015721,P00603,2024-10-08,Mauvaise référence,2024-10
O006231,P00780,2024-11-15,Livraison incomplète,2024-11
O037149,P00518,2024-11-08,Livraison incomplète,2024-11
O014324,P00037,2024-09-15,Produit abîmé,2024-09
O040946,P00603,2024-08-07,Produit abîmé,2024-08
O043235,P00831,2024-06-05,Livraison incomplète,2024-06
O011569,P00118,2024-03-27,Client insatisfait,2024-03
O031660,P00462,2024-12-23,Produit abîmé,2024-12
O027324,P00507,2024-10-12,Livraison incomplète,2024-10
O002519,P00653,2025-01-07,Livraison incomplète,2025-01
O027254,P00462,2024-11-14,Produit abîmé,2024-11
O011518,P00952,2025-01-03,Livraison incomplète,2025-01
O017780,P00398,2024-10-14,Client insatisfait,2024-10
O008307,P00971,2024-05-20,Produit abîmé,2024-05
O000537,P00536,2024-06-22,Client insatisfait,2024-06
O006334,P00671,2024-03-12,Livraison incomplète,2024-03
O038522,P00250,2024-02-01,Mauvaise référence,2024-02
O011520,P00620,2024-06-23,Livraison incomplète,2024-06
O008762,P00921,2024-09-17,Produit abîmé,2024-09
O038874,P00518,2024-10-03,Client insatisfait,2024-10
O014508,P00370,2025-01-16,Livraison incomplète,2025-01
O045029,P00968,2024-01-26,Client insatisfait,2024-01
O027026,P00509,2024-08-28,Client insatisfait,2024-08
O044819,P00140,2024-12-01,Produit abîmé,2024-12
O003015,P00417,2024-09-15,Client insatisfait,2024-09
O048632,P00118,2024-03-10,Client insatisfait,2024-03
O029512,P00507,2024-09-28,Produit abîmé,2024-09
O000473,P00152,2024-03-28,Client insatisfait,2024-03
O029272,P00603,2024-02-25,Livraison incomplète,2024-02
O006374,P00413,2024-11-30,Livraison incomplète,2024-11
O041351,P00008,2025-01-03,Client insatisfait,2025-01
O015557,P00135,2024-02-10,Produit abîmé,2024-02
O042526,P00615,2024-04-15,Produit abîmé,2024-04
O028059,P00943,2025-01-03,Livraison incomplète,2025-01
O022552,P00105,2024-12-22,Mauvaise référence,2024-12
O000020,P00516,2024-12-18,Mauvaise référence,2024-12
O045525,P00414,2024-02-12,Client insatisfait,2024-02
O039563,P00009,2024-12-02,Mauvaise référence,2024-12
O009656,P00220,2024-12-27,Client insatisfait,2024-12
O041986,P00413,2024-12-29,Client insatisfait,2024-12
O032522,P00526,2024-06-01,Mauvaise référence,2024-06
O018587,P00986,2024-11-21,Livraison incomplète,2024-11
O008955,P00558,2024-09-02,Livraison incomplète,2024-09
O010716,P00691,2024-09-18,Produit abîmé,2024-09
O017958,P00032,2024-02-15,Produit abîmé,2024-02
O038445,P00751,2025-01-05,Livraison incomplète,2025-01
O027284,P00029,2024-02-02,Mauvaise référence,2024-02
O046987,P00509,2025-01-20,Livraison incomplète,2025-01
O000026,P00948,2024-12-13,Livraison incomplète,2024-12
O043428,P00143,2025-01-06,Livraison incomplète,2025-01
O042083,P00473,2024-11-24,Client insatisfait,2024-11
O043731,P00881,2024-10-29,Produit abîmé,2024-10
O030678,P00135,2025-01-08,Client insatisfait,2025-01
O039556,P00893,2024-12-15,Produit abîmé,2024-12
O004191,P00510,2024-10-01,Mauvaise référence,2024-10
O000880,P00234,2024-10-18,Livraison incomplète,2024-10
O027198,P00336,2024-03-12,Mauvaise référence,2024-03
O016486,P00811,2024-03-31,Livraison incomplète,2024-03
O047006,P00488,2024-05-24,Livraison incomplète,2024-05
O012009,P00184,2024-03-23,Mauvaise référence,2024-03
O038271,P00417,2025-01-06,Client insatisfait,2025-01
O028003,P00080,2024-12-26,Mauvaise référence,2024-12
O049025,P00188,2024-02-08,Mauvaise référence,2024-02
O027412,P00055,2024-11-17,Mauvaise référence,2024-11
O025480,P00449,2025-01-16,Client insatisfait,2025-01
O012000,P00355,2024-12-15,Livraison incomplète,2024-12
O014813,P00521,2024-10-02,Livraison incomplète,2024-10
O012403,P00780,2024-04-11,Client insatisfait,2024-04
O040191,P00654,2024-12-22,Client insatisfait,2024-12
O001312,P00341,2024-11-24,Produit abîmé,2024-11
O032304,P00039,2024-12-25,Livraison incomplète,2024-12
O043767,P00809,2024-01-30,Livraison incomplète,2024-01
O036365,P00658,2024-04-23,Client insatisfait,2024-04
O044402,P00467,2024-12-27,Livraison incomplète,2024-12
O016915,P00948,2024-10-23,Livraison incomplète,2024-10
O011905,P00839,2025-01-03,Mauvaise référence,2025-01
O022316,P00751,2024-04-07,Produit abîmé,2024-04
O020735,P00451,2024-11-08,Client insatisfait,2024-11
O046155,P00957,2024-10-12,Livraison incomplète,2024-10
O041120,P00258,2024-12-24,Client insatisfait,2024-12
O002715,P00921,2024-04-07,Client insatisfait,2024-04
O014912,P00738,2024-12-28,Livraison incomplète,2024-12
O041989,P00518,2024-10-26,Produit abîmé,2024-10
O037242,P00526,2025-01-08,Mauvaise référence,2025-01
O017818,P00792,2024-02-10,Mauvaise référence,2024-02
O007605,P00379,2024-03-03,Produit abîmé,2024-03
O021393,P00536,2024-04-02,Mauvaise référence,2024-04
O018012,P00355,2024-06-15,Client insatisfait,2024-06
O031375,P00014,2024-05-23,Produit abîmé,2024-05
O038835,P00507,2024-12-04,Mauvaise référence,2024-12
O000978,P00396,2024-09-19,Produit abîmé,2024-09
O011680,P00905,2024-12-29,Livraison incomplète,2024-12
O001795,P00467,2024-12-13,Livraison incomplète,2024-12
O025132,P00305,2024-11-10,Livraison incomplète,2024-11
O029765,P00516,2025-01-01,Client insatisfait,2025-01
O048566,P00615,2024-11-06,Mauvaise référence,2024-11
O000216,P00212,2024-12-26,Mauvaise référence,2024-12
O010819,P00009,2025-01-11,Client insatisfait,2025-01
O006098,P00330,2024-12-22,Mauvaise référence,2024-12
O002331,P00341,2024-06-24,Mauvaise référence,2024-06
O047988,P00305,2024-09-02,Mauvaise référence,2024-09
O024837,P00615,2024-04-21,Client insatisfait,2024-04
O028487,P00403,2024-03-23,Produit abîmé,2024-03
O028732,P00220,2024-11-16,Produit abîmé,2024-11
O004262,P00876,2024-04-27,Mauvaise référence,2024-04
O032268,P00296,2024-04-22,Livraison incomplète,2024-04
O009051,P00011,2024-03-24,Produit abîmé,2024-03
O034360,P00906,2024-01-26,Livraison incomplète,2024-01
O010545,P00379,2024-01-28,Client insatisfait,2024-01
O023326,P00445,2024-09-24,Mauvaise référence,2024-09
O039483,P00671,2024-03-14,Client insatisfait,2024-03
O011034,P00865,2024-01-26,Mauvaise référence,2024-01
O039761,P00319,2024-10-13,Mauvaise référence,2024-10
O008957,P00305,2024-12-15,Mauvaise référence,2024-12
O049963,P00604,2024-02-13,Livraison incomplète,2024-02
O025139,P00055,2024-10-07,Produit abîmé,2024-10
O029613,P00011,2025-01-06,Mauvaise référence,2025-01
O047286,P00526,2024-03-02,Client insatisfait,2024-03
O015111,P00620,2024-11-17,Mauvaise référence,2024-11
O001641,P00379,2024-04-10,Livraison incomplète,2024-04
O033554,P00653,2024-08-27,Produit abîmé,2024-08
O002158,P00284,2024-08-16,Mauvaise référence,2024-08
O020052,P00377,2024-02-12,Produit abîmé,2024-02
O006700,P00418,2024-02-27,Livraison incomplète,2024-02
O048428,P00357,2024-12-24,Produit abîmé,2024-12
O045833,P00398,2024-01-22,Mauvaise référence,2024-01
O031535,P00011,2025-01-17,Livraison incomplète,2025-01
O031718,P00923,2024-03-20,Produit abîmé,2024-03
O045299,P00357,2024-10-09,Mauvaise référence,2024-10
O034016,P00895,2024-12-01,Livraison incomplète,2024-12
O004652,P00981,2024-04-19,Produit abîmé,2024-04
O017333,P00653,2024-02-17,Mauvaise référence,2024-02
O002951,P00152,2024-12-20,Mauvaise référence,2024-12
O010333,P00895,2024-12-31,Livraison incomplète,2024-12
O041073,P00532,2024-12-24,Livraison incomplète,2024-12
O020675,P00986,2024-11-20,Mauvaise référence,2024-11
O040356,P00653,2024-12-10,Mauvaise référence,2024-12
O028715,P00184,2024-10-18,Livraison incomplète,2024-10
O011540,P00222,2024-10-17,Livraison incomplète,2024-10
O022639,P00876,2024-06-22,Mauvaise référence,2024-06
O000043,P00140,2024-06-19,Livraison incomplète,2024-06
O003830,P00612,2024-12-18,Client insatisfait,2024-12
O019815,P00418,2024-12-27,Produit abîmé,2024-12
O017580,P00521,2024-06-04,Mauvaise référence,2024-06
O020866,P00024,2024-05-30,Client insatisfait,2024-05
O008902,P00620,2024-03-25,Mauvaise référence,2024-03
O013696,P00284,2025-01-03,Produit abîmé,2025-01
O006737,P00791,2024-06-23,Livraison incomplète,2024-06
O038362,P00710,2024-03-13,Client insatisfait,2024-03
O040656,P00767,2024-05-25,Livraison incomplète,2024-05
O021603,P00515,2024-11-01,Client insatisfait,2024-11
O040742,P00149,2024-06-11,Produit abîmé,2024-06
O012957,P00099,2024-12-17,Mauvaise référence,2024-12
O023128,P00462,2024-09-26,Livraison incomplète,2024-09
O024768,P00688,2025-01-07,Client insatisfait,2025-01
O039937,P00296,2024-12-21,Client insatisfait,2024-12
O038327,P00973,2024-04-16,Client insatisfait,2024-04
O006718,P00780,2024-12-27,Produit abîmé,2024-12
O026164,P00009,2025-01-23,Mauvaise référence,2025-01
O034748,P00398,2024-10-08,Mauvaise référence,2024-10
O026585,P00011,2024-12-25,Produit abîmé,2024-12
O002599,P00831,2024-02-12,Livraison incomplète,2024-02
O042516,P00305,2024-10-09,Mauvaise référence,2024-10
O023968,P00507,2024-03-25,Produit abîmé,2024-03
O014467,P00507,2025-01-16,Client insatisfait,2025-01
O026070,P00933,2024-12-30,Client insatisfait,2024-12
O020799,P00371,2024-11-15,Livraison incomplète,2024-11
O047830,P00558,2024-03-25,Client insatisfait,2024-03
O048955,P00509,2024-08-27,Produit abîmé,2024-08
O044465,P00198,2024-03-20,Produit abîmé,2024-03
O026856,P00398,2025-01-02,Client insatisfait,2025-01
O022302,P00452,2024-12-25,Produit abîmé,2024-12
O048594,P00284,2024-02-12,Client insatisfait,2024-02
O005381,P00506,2024-12-15,Client insatisfait,2024-12
O032923,P00106,2024-10-20,Livraison incomplète,2024-10
O032777,P00535,2024-01-24,Produit abîmé,2024-01
O027469,P00536,2024-10-25,Produit abîmé,2024-10
O003342,P00357,2024-07-24,Client insatisfait,2024-07
O049891,P00658,2024-02-09,Livraison incomplète,2024-02
O036168,P00414,2024-01-09,Livraison incomplète,2024-01
O048162,P00198,2024-12-02,Client insatisfait,2024-12
O000024,P00012,2024-03-28,Mauvaise référence,2024-03
O026299,P00691,2024-02-17,Livraison incomplète,2024-02
O014041,P00099,2024-12-11,Client insatisfait,2024-12
O033289,P00319,2024-04-22,Produit abîmé,2024-04
O033699,P00839,2024-12-11,Mauvaise référence,2024-12
O048400,P00143,2024-02-01,Client insatisfait,2024-02
O006733,P00024,2024-01-31,Client insatisfait,2024-01
O017637,P00452,2024-03-26,Client insatisfait,2024-03
O012162,P00809,2024-12-29,Produit abîmé,2024-12
O016129,P00106,2024-05-17,Mauvaise référence,2024-05
O044669,P00136,2025-01-11,Client insatisfait,2025-01
O012125,P00336,2025-01-13,Livraison incomplète,2025-01
O044758,P00653,2025-01-13,Produit abîmé,2025-01
O032480,P00047,2025-01-03,Mauvaise référence,2025-01
O041194,P00379,2025-01-11,Livraison incomplète,2025-01
O047288,P00396,2024-06-11,Client insatisfait,2024-06
O006854,P00691,2024-07-12,Mauvaise référence,2024-07
O013716,P00921,2024-11-03,Livraison incomplète,2024-11
O011864,P00343,2024-12-02,Livraison incomplète,2024-12
O025569,P00541,2025-01-04,Client insatisfait,2025-01
O040431,P00515,2024-12-30,Mauvaise référence,2024-12
O013780,P00379,2024-06-14,Produit abîmé,2024-06
O000987,P00047,2024-12-13,Client insatisfait,2024-12
O029326,P00398,2024-12-27,Produit abîmé,2024-12
